websites,sku,product_id,part_number,mfg_code,mfg_name,manufacturer_name,ship_method,category_name,sub_category,category_ids,stripped_part,store,attribute_set,type,root_category,product_websites,color,cost,vpd_cost,shipping_note,country_of_manufacture,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,Description,options_container,page_layout,price,required_options,short_description,url_key,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
base,4518-852@0461,4518-852@0461,4518-852,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,general,plate,"178,310",4518852,291,Default,simple,Default Category,base,,280.42,280.42,,,,,,,4518-852-PLATE,,,0,,,,,,,,,Use config,Use config,4518-852-PLATE,4518-852-PLATE,Product Info Column,,477.37,0,TAYLOR LIFT TRUCK,4518852-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,3,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,KIT5270@0107,KIT5270@0107,KIT5270,107,MERITOR INC,MERITOR INC,,shop-supplies-tools-and-safety,,"161,",KIT5270,292,Default,simple,Default Category,base,,290.95,290.95,,,,,,,KIT5270-KIT,,,0,,,,,,,,,Use config,Use config,KIT5270-KIT,KIT5270-KIT,Product Info Column,,494.92,0,MERITOR INC,KIT5270-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4520-665@0461,4520-665@0461,4520-665,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,drivetrain,gear,"63,273",4520665,293,Default,simple,Default Category,base,,301.27,301.27,,,,,,,4520-665-DRIVE GEAR,,,0,,,,,,,,,Use config,Use config,4520-665-DRIVE GEAR,4520-665-DRIVE GEAR,Product Info Column,,512.12,0,TAYLOR LIFT TRUCK,4520665-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,6,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,S9119068002@0107,S9119068002@0107,S9119068002,107,MERITOR INC,MERITOR INC,,shop-supplies-tools-and-safety,,"161,",S9119068002,294,Default,simple,Default Category,base,,303.98,303.98,,,,,,,S9119068002-REPAIR KIT,,,0,,,,,,,,,Use config,Use config,S9119068002-REPAIR KIT,S9119068002-REPAIR KIT,Product Info Column,,516.63,0,MERITOR INC,S9119068002-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,Y501179505@0461,Y501179505@0461,Y501179505,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,Replacement Parts,,"120,",Y501179505,295,Default,simple,Default Category,base,,308.12,308.12,,,,,,,Y501179505-ORBITROL MOTOR,,,0,,,,,,,,,Use config,Use config,Y501179505-ORBITROL MOTOR,Y501179505-ORBITROL MOTOR,Product Info Column,,523.53,0,TAYLOR LIFT TRUCK,Y501179505-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,6,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,101045@1630,101045@1630,101045,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,Replacement Parts,,"120,",101045,296,Default,simple,Default Category,base,,332.2,332.2,,,,,,,101045-BRG CONE,,,0,,,,,,,,,Use config,Use config,101045-BRG CONE,101045-BRG CONE,Product Info Column,,563.67,0,BRADEN CARCO GEARMATIC,101045-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,37,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,MS4M12975@0978,MS4M12975@0978,MS4M12975,978,OEM CONTROLS,OEM CONTROLS,,general,handle,"178,",MS4M12975,297,Default,simple,Default Category,base,,351.94,351.94,,,,,,,MS4M12975-HANDLE CONTROL TRAVEL,,,0,,,,,,,,,Use config,Use config,MS4M12975-HANDLE CONTROL TRAVEL,MS4M12975-HANDLE CONTROL TRAVEL,Product Info Column,,596.57,0,OEM CONTROLS,MS4M12975-OEM CONTROLS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,965-92-50-247X@0107,965-92-50-247X@0107,965-92-50-247X,107,MERITOR INC,MERITOR INC,,general,assembly,"178,179",9659250247X,298,Default,simple,Default Category,base,,355.62,355.62,,,,,,,965-92-50-247X-DRIVELINE ASSEMBLY,,,0,,,,,,,,,Use config,Use config,965-92-50-247X-DRIVELINE ASSEMBLY,965-92-50-247X-DRIVELINE ASSEMBLY,Product Info Column,,602.7,0,MERITOR INC,9659250247X-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,11379@1630,11379@1630,11379,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,general,gear,"178,302",11379,299,Default,simple,Default Category,base,,415,415,,,,,,,11379-MU5101R WORM GEAR,,,0,,,,,,,,,Use config,Use config,11379-MU5101R WORM GEAR,11379-MU5101R WORM GEAR,Product Info Column,,701.67,0,BRADEN CARCO GEARMATIC,11379-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,103414@1630,103414@1630,103414,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,Replacement Parts,,"120,",103414,300,Default,simple,Default Category,base,,423.3,423.3,,,,,,,"103414-CARRIER   , MACH RH",,,0,,,,,,,,,Use config,Use config,"103414-CARRIER   , MACH RH","103414-CARRIER   , MACH RH",Product Info Column,,715.5,0,BRADEN CARCO GEARMATIC,103414-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,40,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4420-734@0461,4420-734@0461,4420-734,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,forklift-and-industrial-parts,,"113,",4420734,301,Default,simple,Default Category,base,,450.99,450.99,,,,,,,4420-734-TURBINE,,,0,,,,,,,,,Use config,Use config,4420-734-TURBINE,4420-734-TURBINE,Product Info Column,,761.65,0,TAYLOR LIFT TRUCK,4420734-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,3812-373@0461,3812-373@0461,3812-373,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,general,gear,"178,302",3812373,302,Default,simple,Default Category,base,,460.39,460.39,,,,,,,3812-373-SIDE GEAR,,,0,,,,,,,,,Use config,Use config,3812-373-SIDE GEAR,3812-373-SIDE GEAR,Product Info Column,,777.32,0,TAYLOR LIFT TRUCK,3812373-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4414-325@0461,4414-325@0461,4414-325,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,Replacement Parts,,"120,",4414325,303,Default,simple,Default Category,base,,482.63,482.63,,,,,,,4414-325-STATOR,,,0,,,,,,,,,Use config,Use config,4414-325-STATOR,4414-325-STATOR,Product Info Column,,814.38,0,TAYLOR LIFT TRUCK,4414325-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,85402-05 12VDC S@0104,85402-05 12VDC S@0104,85402-05 12VDC S,104,PARKER,PARKER,,engine-parts-and-accesories,valve,"82,282",854020512VDCS,304,Default,simple,Default Category,base,,529.08,529.08,,,,,,,85402-05 12VDC S-VALVE CONTROL,,,0,,,,,,,,,Use config,Use config,85402-05 12VDC S-VALVE CONTROL,85402-05 12VDC S-VALVE CONTROL,Product Info Column,,891.8,0,PARKER,854020512VDCS-PARKER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4419-021@0461,4419-021@0461,4419-021,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,general,gear,"178,302",4419021,305,Default,simple,Default Category,base,,570.58,570.58,,,,,,,4419-021-GEAR,,,0,,,,,,,,,Use config,Use config,4419-021-GEAR,4419-021-GEAR,Product Info Column,,960.97,0,TAYLOR LIFT TRUCK,4419021-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,17,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,A40046-1@0107,A40046-1@0107,A40046-1,107,MERITOR INC,MERITOR INC,,shop-supplies-tools-and-safety,gear,"161,288",A400461,306,Default,simple,Default Category,base,,592.63,592.63,,,,,,,A40046-1-GEAR SET,,,0,,,,,,,,,Use config,Use config,A40046-1-GEAR SET,A40046-1-GEAR SET,Product Info Column,,997.72,0,MERITOR INC,A400461-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,2508248@0610,2508248@0610,2508248,610,DURST,DURST,,general,housing,"178,304",2508248,307,Default,simple,Default Category,base,,629.36,629.36,Call For Freight Quote,,,,,,2508248-HOUSING  SHIFTER,,,0,,,,,,,,,Use config,Use config,2508248-HOUSING  SHIFTER,2508248-HOUSING  SHIFTER,Product Info Column,,1058.93,0,DURST,2508248-DURST,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,928532@0124,928532@0124,928532,124,EATON - VICKERS,EATON - VICKERS,,general,pump,"178,311",928532,308,Default,simple,Default Category,base,,664.77,664.77,Call For Freight Quote,,,,,,928532-GEAR PUMP,,,0,,,,,,,,,Use config,Use config,928532-GEAR PUMP,928532-GEAR PUMP,Product Info Column,,1117.95,0,EATON - VICKERS,928532-EATON - VICKERS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,100878@1630,100878@1630,100878,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,engine-parts-and-accesories,valve,"82,282",100878,309,Default,simple,Default Category,base,,678.3,678.3,Call For Freight Quote,,,,,,100878-BRAKE VALVE,,,0,,,,,,,,,Use config,Use config,100878-BRAKE VALVE,100878-BRAKE VALVE,Product Info Column,,1140.5,0,BRADEN CARCO GEARMATIC,100878-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,27944@1630,27944@1630,27944,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,general,gear,"178,302",27944,310,Default,simple,Default Category,base,,721.95,721.95,Call For Freight Quote,,,,,,27944-GEAR  SECONDARY SUN,,,0,,,,,,,,,Use config,Use config,27944-GEAR  SECONDARY SUN,27944-GEAR  SECONDARY SUN,Product Info Column,,1213.25,0,BRADEN CARCO GEARMATIC,27944-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,150,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4414-331@0461,4414-331@0461,4414-331,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,general,gear,"178,302",4414331,311,Default,simple,Default Category,base,,729.81,729.81,Call For Freight Quote,,,,,,4414-331-GEAR,,,0,,,,,,,,,Use config,Use config,4414-331-GEAR,4414-331-GEAR,Product Info Column,,1226.35,0,TAYLOR LIFT TRUCK,4414331-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,24,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,0423-0643@1098,0423-0643@1098,0423-0643,1098,DEUTZ DIESEL,DEUTZ DIESEL,,Replacement Parts,,"120,",4230643,312,Default,simple,Default Category,base,,749.98,749.98,Call For Freight Quote,,,,,,0423-0643-CYL HEAD,,,0,,,,,,,,,Use config,Use config,0423-0643-CYL HEAD,0423-0643-CYL HEAD,Product Info Column,,1259.97,0,DEUTZ DIESEL,4230643-DEUTZ DIESEL,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,2508249@0610,2508249@0610,2508249,610,DURST,DURST,,general,housing,"178,304",2508249,313,Default,simple,Default Category,base,,791.67,791.67,Call For Freight Quote,,,,,,2508249-HOUSING  SHIFTER,,,0,,,,,,,,,Use config,Use config,2508249-HOUSING  SHIFTER,2508249-HOUSING  SHIFTER,Product Info Column,,1329.45,0,DURST,2508249-DURST,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4521-841@0461,4521-841@0461,4521-841,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,shop-supplies-tools-and-safety,gear,"161,288",4521841,314,Default,simple,Default Category,base,,884.68,884.68,Call For Freight Quote,,,,,,4521-841-INPUT GEAR KIT,,,0,,,,,,,,,Use config,Use config,4521-841-INPUT GEAR KIT,4521-841-INPUT GEAR KIT,Product Info Column,,1484.47,0,TAYLOR LIFT TRUCK,4521841-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,85455-03-12P@0104,85455-03-12P@0104,85455-03-12P,104,PARKER,PARKER,,engine-parts-and-accesories,valve,"82,282",854550312P,315,Default,simple,Default Category,base,,892.19,892.19,Call For Freight Quote,,,,,,85455-03-12P-VALVE CONTROL,,,0,,,,,,,,,Use config,Use config,85455-03-12P-VALVE CONTROL,85455-03-12P-VALVE CONTROL,Product Info Column,,1496.98,0,PARKER,854550312P-PARKER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,R171658@0107,R171658@0107,R171658,107,MERITOR INC,MERITOR INC,,clutches-and-clutch-parts,,"54,",R171658,316,Default,simple,Default Category,base,,892.22,892.22,Call For Freight Quote,,,,,,R171658-CLUTCH,,,0,,,,,,,,,Use config,Use config,R171658-CLUTCH,R171658-CLUTCH,Product Info Column,,1497.03,0,MERITOR INC,R171658-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4518-118@0461,4518-118@0461,4518-118,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,drivetrain,gear,"63,273",4518118,317,Default,simple,Default Category,base,,900.22,900.22,Call For Freight Quote,,,,,,4518-118-SHAFT & GEAR,,,0,,,,,,,,,Use config,Use config,4518-118-SHAFT & GEAR,4518-118-SHAFT & GEAR,Product Info Column,,1510.37,0,TAYLOR LIFT TRUCK,4518118-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,13,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,13572@1630,13572@1630,13572,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,clutches-and-clutch-parts,,"54,",13572,318,Default,simple,Default Category,base,,924.05,924.05,Call For Freight Quote,,,,,,13572-M12AK135 CABLE DRUM,,,0,,,,,,,,,Use config,Use config,13572-M12AK135 CABLE DRUM,13572-M12AK135 CABLE DRUM,Product Info Column,,1550.08,0,BRADEN CARCO GEARMATIC,13572-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,225911-00@1576,225911-00@1576,225911-00,1576,REXROTH GMBH,REXROTH GMBH,,electrical,,"71,",22591100,319,Default,simple,Default Category,base,,1025.99,1025.99,Call For Freight Quote,,,,,,225911-00-DISTRIBUTOR,,,0,,,,,,,,,Use config,Use config,225911-00-DISTRIBUTOR,225911-00-DISTRIBUTOR,Product Info Column,,1588.45,0,REXROTH GMBH,22591100-REXROTH GMBH,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,TA19R451652@0124,TA19R451652@0124,TA19R451652,124,EATON - VICKERS,EATON - VICKERS,,general,pump,"178,311",TA19R451652,320,Default,simple,Default Category,base,,1066.63,1066.63,Call For Freight Quote,,,,,,TA19R451652-PUMP,,,0,,,,,,,,,Use config,Use config,TA19R451652-PUMP,TA19R451652-PUMP,Product Info Column,,1650.97,0,EATON - VICKERS,TA19R451652-EATON - VICKERS,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,81005@1630,81005@1630,81005,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,general,assembly,"178,179",81005,321,Default,simple,Default Category,base,,1184.45,1184.45,Call For Freight Quote,,,,,,81005-LU21330 BRG LEG ASSY,,,0,,,,,,,,,Use config,Use config,81005-LU21330 BRG LEG ASSY,81005-LU21330 BRG LEG ASSY,Product Info Column,,1832.23,0,BRADEN CARCO GEARMATIC,81005-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,4,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,S9111530557@0107,S9111530557@0107,S9111530557,107,MERITOR INC,MERITOR INC,,Replacement Parts,,"120,",S9111530557,322,Default,simple,Default Category,base,,1223.56,1223.56,Call For Freight Quote,,,,,,S9111530557-COMPRESSOR/EXC,,,0,,,,,,,,,Use config,Use config,S9111530557-COMPRESSOR/EXC,S9111530557-COMPRESSOR/EXC,Product Info Column,,1892.4,0,MERITOR INC,S9111530557-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,103588@1630,103588@1630,103588,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,Replacement Parts,,"120,",103588,323,Default,simple,Default Category,base,,1555.2,1555.2,Call For Freight Quote,,,,,,103588-HYD MOTOR - WM365 TANDEM *,,,0,,,,,,,,,Use config,Use config,103588-HYD MOTOR - WM365 TANDEM *,103588-HYD MOTOR - WM365 TANDEM *,Product Info Column,,2402.62,0,BRADEN CARCO GEARMATIC,103588-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,6,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,4518-991@0461,4518-991@0461,4518-991,461,TAYLOR LIFT TRUCK,TAYLOR LIFT TRUCK,,axle,,"268,",4518991,324,Default,simple,Default Category,base,,2399.4,2399.4,Call For Freight Quote,,,,,,4518-991-AXLE SHAFT,,,0,,,,,,,,,Use config,Use config,4518-991-AXLE SHAFT,4518-991-AXLE SHAFT,Product Info Column,,3437.71,0,TAYLOR LIFT TRUCK,4518991-TAYLOR LIFT TRUCK,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,HH231649 & HH231615@0117,HH231649 & HH231615@0117,HH231649 & HH231615,117,TIMKEN BEARING CO,TIMKEN BEARING CO,,shop-supplies-tools-and-safety,,"161,",HH231649HH231615,325,Default,simple,Default Category,base,,3150.54,3150.54,Call For Freight Quote,,,,,,HH231649 & HH231615-BRG SET,,,0,,,,,,,,,Use config,Use config,HH231649 & HH231615-BRG SET,HH231649 & HH231615-BRG SET,Product Info Column,,4510.77,0,TIMKEN BEARING CO,HH231649HH231615-TIMKEN BEARING CO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,2,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,100397@1630,100397@1630,100397,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,clutches-and-clutch-parts,,"54,",100397,326,Default,simple,Default Category,base,,4009.45,4009.45,Call For Freight Quote,,,,,,100397-CABLE DRUM LONG *,,,0,,,,,,,,,Use config,Use config,100397-CABLE DRUM LONG *,100397-CABLE DRUM LONG *,Product Info Column,,5355.93,0,BRADEN CARCO GEARMATIC,100397-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,29375@1630,29375@1630,29375,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,clutches-and-clutch-parts,,"54,",29375,327,Default,simple,Default Category,base,,4214.1,4214.1,Call For Freight Quote,,,,,,29375-CABLE DRUM,,,0,,,,,,,,,Use config,Use config,29375-CABLE DRUM,29375-CABLE DRUM,Product Info Column,,5628.8,0,BRADEN CARCO GEARMATIC,29375-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,D163200G605/390@0107,D163200G605/390@0107,D163200G605/390,107,MERITOR INC,MERITOR INC,,Replacement Parts,,"120,",D163200G605390,328,Default,simple,Default Category,base,,4409.02,4409.02,Call For Freight Quote,,,,,,D163200G605/390-DIFF ASM 390 RATIO,,,0,,,,,,,,,Use config,Use config,D163200G605/390-DIFF ASM 390 RATIO,D163200G605/390-DIFF ASM 390 RATIO,Product Info Column,,5888.69,0,MERITOR INC,D163200G605390-MERITOR INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,100832@1630,100832@1630,100832,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,suspension-and-steering,pin,"163,291",100832,329,Default,simple,Default Category,base,,4876.55,4876.55,Call For Freight Quote,,,,,,100832-SPINDLE,,,0,,,,,,,,,Use config,Use config,100832-SPINDLE,100832-SPINDLE,Product Info Column,,6512.07,0,BRADEN CARCO GEARMATIC,100832-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,9,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,82613@1630,82613@1630,82613,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,general,assembly,"178,179",82613,330,Default,simple,Default Category,base,,14616.5,14616.5,Call For Freight Quote,,,,,,82613-CABLE DRUM ASSY CH30002 RP,,,0,,,,,,,,,Use config,Use config,82613-CABLE DRUM ASSY CH30002 RP,82613-CABLE DRUM ASSY CH30002 RP,Product Info Column,,18280.63,0,BRADEN CARCO GEARMATIC,82613-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,015-61-009-31@1823,015-61-009-31@1823,015-61-009-31,1823,RINEER HYD INC,RINEER HYD INC,,general,pump,"178,311",156100931,331,Default,simple,Default Category,base,,0,0,,,,,,,015-61-009-31-PUMP,,,0,,,,,,,,,Use config,Use config,015-61-009-31-PUMP,015-61-009-31-PUMP,Product Info Column,,Call For Price,0,RINEER HYD INC,156100931-RINEER HYD INC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,101509@1630,101509@1630,101509,1630,BRADEN CARCO GEARMATIC,BRADEN CARCO GEARMATIC,,general,pump,"178,311",101509,332,Default,simple,Default Category,base,,0,0,,,,,,,101509-PUMP,,,0,,,,,,,,,Use config,Use config,101509-PUMP,101509-PUMP,Product Info Column,,Call For Price,0,BRADEN CARCO GEARMATIC,101509-BRADEN CARCO GEARMATIC,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
base,1829A57V@1555,1829A57V@1555,1829A57V,1555,ESCO,ESCO,,Replacement Parts,,"120,",1829A57V,333,Default,simple,Default Category,base,,0,0,,,,,,,1829A57V-ADAPTER,,,0,,,,,,,,,Use config,Use config,1829A57V-ADAPTER,1829A57V-ADAPTER,Product Info Column,,Call For Price,0,ESCO,1829A57V-ESCO,,,,,,Enabled,None,,,,,,"Catalog, Search",0,1,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,
